date,hospital,icu,ventilator
2020-09-24,60,15,
2020-09-25,72,17,
2020-09-26,80,18,
2020-09-27,79,16,
2020-09-28,84,16,
2020-09-29,86,16,
2020-09-30,85,15,
2020-10-01,86,15,
2020-10-02,94,15,
2020-10-03,101,16,
2020-10-04,107,21,
2020-10-05,111,20,
2020-10-06,112,22,
2020-10-07,131,21,
2020-10-08,138,22,
2020-10-09,147,21,
2020-10-10,158,27,
2020-10-11,172,26,
2020-10-12,180,32,
2020-10-13,210,35,
2020-10-14,222,40,
2020-10-15,242,45,
2020-10-16,250,43,
2020-10-17,265,49,
2020-10-18,289,55,
2020-10-19,313,56,
2020-10-20,333,55,
2020-10-21,357,62,
2020-10-22,394,67,
2020-10-23,449,63,
2020-10-24,508,71,
2020-10-25,523,82,
2020-10-26,560,86,
2020-10-27,612,99,
2020-10-28,660,109,
2020-10-29,703,122,
2020-10-30,779,122,
2020-10-31,821,131,
2020-11-01,868,135,
2020-11-02,925,146,
2020-11-03,979,158,
2020-11-04,1023,161,
2020-11-05,1069,168,
2020-11-06,1084,178,
2020-11-07,1125,176,
2020-11-08,1143,190,
2020-11-09,1171,196,
2020-11-10,1192,202,
2020-11-11,1210,200,
